open_time,open,high,low,close,volume
1767225600000,4325.82,4356.2,4321.16,4351.87,529.075
1767312000000,4352.94,4398.24,4314.62,4332.07,2428.439
1767398400000,4333.35,4365.0,4327.27,4342.02,1436.264
1767484800000,4342.02,4365.99,4330.69,4360.72,1361.8
1767571200000,4361.45,4453.0,4361.45,4437.77,4452.788
1767657600000,4437.77,4499.75,4423.31,4492.26,4473.342
1767744000000,4490.42,4492.59,4424.42,4465.97,5570.181
1767830400000,4465.76,4478.98,4410.01,4474.33,5599.332
1767916800000,4474.48,4510.54,4453.0,4500.62,6406.653
1768003200000,4500.62,4521.03,4498.17,4518.77,2543.761
1768089600000,4519.44,4543.16,4502.0,4536.82,1883.327
1768176000000,4536.82,4628.16,4532.83,4600.86,10486.039
1768262400000,4601.13,4634.85,4572.41,4601.74,8767.294
1768348800000,4602.36,4645.15,4601.1,4619.36,10453.642
1768435200000,4619.36,4627.0,4585.04,4613.95,8872.501
1768521600000,4613.95,4620.0,4540.03,4595.4,11652.29
1768608000000,4595.41,4601.72,4591.1,4599.78,1336.807
1768694400000,4599.68,4690.99,4599.57,4673.21,5120.467
1768780800000,4673.21,4682.82,4658.0,4668.34,7457.779
1768867200000,4668.39,4790.14,4661.54,4778.92,16373.371
1768953600000,4778.96,4889.61,4755.59,4778.28,33128.221
1769040000000,4778.09,4959.49,4771.55,4956.35,20759.499
1769126400000,4956.36,4993.0,4900.39,4989.88,24589.845
1769212800000,4989.88,5032.9,4985.44,4996.0,15577.143
1769299200000,4996.0,5060.0,4995.02,5022.15,19967.927
1769385600000,5022.16,5110.47,4973.39,5039.15,59739.976
1769472000000,5039.15,5195.0,5014.09,5175.05,79712.158
1769558400000,5175.1,5625.34,5161.0,5520.0,262010.02
1769644800000,5519.84,5604.31,5112.55,5442.89,611469.339
1769731200000,5442.89,5457.92,4740.9,4903.03,913274.603
1769817600000,4903.04,4936.75,4844.6,4885.06,116108.179
1769904000000,4885.08,4893.01,4703.34,4768.5,111952.598
1769990400000,4769.1,4884.61,4444.0,4773.15,646411.608
1770076800000,4773.16,4996.18,4748.13,4949.56,434443.038
1770163200000,4949.55,5094.8,4855.01,5013.95,505190.818
1770249600000,5013.96,5025.46,4700.0,4702.29,609386.441
1770336000000,4702.28,4973.45,4650.0,4958.95,425198.197
1770422400000,4958.63,4980.7,4950.9,4969.69,36953.521
1770508800000,4969.69,5038.35,4963.0,5028.31,82001.594
1770595200000,5028.4,5086.58,4966.48,5030.5,287540.345
1770681600000,5030.42,5076.93,4997.86,5040.2,184815.233
1770768000000,5040.22,5122.69,5022.0,5059.48,212970.644
1770854400000,5059.48,5082.3,4880.15,4918.87,256014.29
1770940800000,4918.87,5043.96,4911.76,5037.59,196911.636
1771027200000,5037.6,5042.0,5033.0,5036.92,36850.825
1771113600000,5036.93,5042.99,5007.0,5020.8,45338.45
1771200000000,5020.8,5030.36,4966.2,4991.49,86181.586
1771286400000,4991.48,4992.84,4845.33,4861.25,262779.729
1771372800000,4861.26,5012.91,4860.7,4976.85,151364.396
1771459200000,4976.85,5024.54,4962.3,4990.75,154093.169
1771545600000,4990.72,5110.98,4985.6,5106.95,198628.387
1771632000000,5106.95,5119.93,5106.94,5113.4,39136.14
1771718400000,5113.41,5168.88,5105.15,5161.71,79298.495
1771804800000,5161.72,5253.4,5125.53,5238.39,210435.602
1771891200000,5238.3,5240.0,5101.2,5148.45,255979.507
1771977600000,5148.46,5218.8,5139.14,5165.29,194107.35
1772064000000,5165.29,5203.5,5133.05,5183.72,166792.935
1772150400000,5183.72,5286.26,5168.07,5273.01,187598.341
1772236800000,5273.01,5396.44,5271.08,5289.76,291359.495
1772323200000,5289.66,5380.0,5275.08,5364.82,229002.842
1772409600000,5364.82,5420.0,5258.0,5344.15,484854.294
1772496000000,5344.15,5377.49,5004.6,5124.99,756809.48
1772582400000,5125.0,5205.6,5105.84,5164.01,319047.227
1772668800000,5164.01,5191.56,5050.29,5086.6,264852.313
1772755200000,5086.6,5176.0,5060.05,5168.38,281832.344
1772841600000,5168.38,5175.35,5165.34,5169.8,32328.725
1772928000000,5169.8,5193.82,5040.0,5078.19,98016.62
1773014400000,5078.44,5153.95,5019.7,5138.48,280979.319
1773100800000,5138.48,5236.74,5123.64,5195.31,206057.318
1773187200000,5195.31,5219.95,5129.34,5133.74,157629.767
1773273600000,5133.74,5188.52,5058.33,5100.79,187436.688
1773360000000,5100.79,5126.8,5013.66,5025.71,194477.97
1773446400000,5025.7,5028.59,5020.25,5021.18,26664.747
1773532800000,5021.18,5029.82,4966.22,4998.21,83624.292
1773619200000,4998.2,5037.72,4971.81,5013.59,222994.234
1773705600000,5013.59,5043.75,4978.4,5003.54,145553.554
1773792000000,5003.53,5016.67,4806.45,4840.06,330742.699
1773878400000,4840.06,4868.14,4514.11,4646.0,780395.512
1773964800000,4645.99,4738.35,4486.87,4496.14,534725.517
1774051200000,4496.15,4503.1,4494.25,4495.14,45785.916
1774137600000,4495.14,4540.85,4452.57,4469.11,149626.375
1774224000000,4469.12,4512.71,4124.1,4443.38,1763452.092
1774310400000,4443.42,4554.75,4310.25,4549.04,748297.694
1774396800000,4549.04,4601.69,4488.88,4497.79,502486.619
1774483200000,4497.79,4542.97,4355.0,4406.46,677676.231
1774569600000,4406.46,4556.63,4378.98,4496.93,428949.791
1774656000000,4496.93,4503.17,4492.6,4497.75,33771.949
1774742400000,4497.76,4524.13,4443.56,4448.82,118702.167
1774828800000,4448.82,4582.63,4419.21,4515.13,466157.16
1774915200000,4515.12,4699.0,4482.84,4693.91,478913.906
1775001600000,4693.91,4794.47,4665.43,4780.54,432513.511
1775088000000,4780.54,4794.27,4557.6,4674.81,702750.004
1775174400000,4674.82,4678.57,4667.19,4673.61,46416.312
1775260800000,4673.61,4674.3,4672.01,4672.34,20638.8
1775347200000,4672.34,4672.71,4610.04,4616.62,116999.507
1775433600000,4616.62,4703.87,4601.5,4658.26,271485.875
1775520000000,4658.26,4833.73,4612.13,4829.17,546846.877
1775606400000,4829.37,4854.98,4699.13,4716.08,346068.27
1775692800000,4716.08,4799.0,4692.37,4763.76,234156.857
1775779200000,4763.75,4794.24,4731.76,4747.68,179128.508
1775865600000,4747.69,4753.59,4745.88,4750.8,12572.204
1775952000000,4750.8,4752.5,4647.18,4676.04,103779.228
1776038400000,4676.04,4767.21,4668.63,4757.05,205273.928
1776124800000,4757.05,4849.97,4750.0,4835.52,194831.848
1776211200000,4835.51,4873.03,4788.0,4822.41,198815.808
1776297600000,4822.4,4837.49,4775.67,4791.09,185452.371
1776384000000,4791.07,4889.97,4769.86,4835.2,219287.038
1776470400000,4835.21,4835.75,4817.31,4820.04,24605.054
1776556800000,4820.03,4827.94,4744.78,4761.26,84795.933
1776643200000,4761.04,4832.36,4749.06,4820.98,165834.594
1776729600000,4820.99,4829.66,4672.33,4739.91,354786.586
1776816000000,4739.92,4773.59,4725.74,4729.52,218436.723
1776902400000,4729.53,4754.83,4669.33,4697.38,362218.339
1776988800000,4697.38,4740.23,4661.01,4709.63,224139.313
1777075200000,4709.62,4714.57,4709.62,4710.27,14017.173
1777161600000,4710.27,4723.41,4677.14,4683.2,41522.483
1777248000000,4683.21,4731.55,4670.4,4693.94,160885.52
1777334400000,4693.94,4703.12,4558.4,4597.88,393898.611
1777420800000,4597.87,4613.5,4515.12,4564.15,339103.41
1777507200000,4564.15,4648.62,4544.17,4629.11,287267.834
1777593600000,4629.11,4661.28,4565.04,4616.9,263044.925
1777680000000,4616.9,4617.2,4614.51,4616.5,7321.255
1777766400000,4616.51,4652.74,4609.64,4611.39,45398.746
1777852800000,4611.4,4621.31,4505.0,4521.66,287436.776
1777939200000,4521.67,4597.4,4516.65,4595.36,256499.762
1778025600000,4595.37,4724.44,4589.53,4700.6,366883.06
1778112000000,4700.61,4765.99,4680.8,4706.24,271180.765
1778198400000,4706.24,4751.68,4696.51,4715.02,201521.927
1778284800000,4715.01,4723.68,4714.61,4721.23,9147.055
1778371200000,4721.23,4735.65,4682.0,4695.44,52251.533
1778457600000,4695.44,4773.38,4651.37,4769.94,268923.879
1778544000000,4770.15,4776.83,4642.18,4718.4,385054.018
1778630400000,4718.41,4728.59,4672.68,4698.89,184938.664
1778716800000,4698.88,4720.9,4648.14,4655.49,256477.74
1778803200000,4655.49,4661.13,4516.64,4542.56,440003.061
1778889600000,4542.57,4550.0,4525.05,4537.42,27566.325
1778976000000,4537.41,4557.83,4530.02,4539.89,45606.932
1779062400000,4539.89,4590.94,4481.33,4584.42,299420.363
1779148800000,4584.38,4591.71,4469.25,4492.64,255516.064
1779235200000,4492.64,4556.28,4457.27,4548.6,284261.997
1779321600000,4548.61,4572.07,4492.09,4536.8,236116.522
1779408000000,4536.8,4543.38,4493.09,4505.94,193695.017
1779494400000,4505.93,4543.53,4504.94,4540.23,32506.243
1779580800000,4540.23,4582.72,4522.0,4569.84,85479.519
1779667200000,4569.83,4584.91,4553.6,4563.02,126608.465
1779753600000,4563.03,4563.39,4487.34,4521.93,222632.55
1779840000000,4521.94,4527.75,4405.06,4449.83,335959.916
1779926400000,4449.82,4517.5,4370.58,4497.85,370820.865
1780012800000,4497.84,4594.83,4495.0,4549.01,257452.04
1780099200000,4549.0,4549.99,4534.09,4537.0,21442.192
1780185600000,4537.0,4548.74,4521.95,4543.01,42385.522
1780272000000,4543.00,4548.60,4451.52,4487.31,229717.303
1780358400000,4487.31,4543.07,4463.59,4477.35,191926.979
1780444800000,4477.35,4499.73,4425.55,4459.29,193261.547
