open_time,open,high,low,close,volume
1778695200000,4687.52,4695.96,4680.74,4686.99,5180.622
1778698800000,4686.99,4692.54,4685.79,4690.68,4491.655
1778702400000,4690.68,4696.67,4688.33,4692.26,2441.798
1778706000000,4692.27,4695.0,4691.59,4693.38,1113.084
1778709600000,4693.39,4702.7,4691.36,4702.02,4914.575
1778713200000,4702.01,4704.48,4695.37,4698.89,3098.3
1778716800000,4698.88,4708.59,4692.0,4707.08,7633.772
1778720400000,4707.01,4708.85,4685.61,4691.02,11686.533
1778724000000,4691.03,4701.42,4683.05,4688.76,6286.818
1778727600000,4688.76,4694.96,4676.52,4678.21,7396.934
1778731200000,4678.2,4713.0,4671.1,4704.65,17809.113
1778734800000,4704.66,4706.15,4692.22,4692.59,6444.123
1778738400000,4692.59,4704.47,4689.33,4701.96,7264.582
1778742000000,4701.95,4720.9,4693.84,4695.84,15016.09
1778745600000,4695.84,4708.0,4694.88,4696.02,10553.137
1778749200000,4696.03,4704.36,4691.05,4701.48,13131.484
1778752800000,4701.48,4707.04,4694.08,4699.55,10660.743
1778756400000,4699.54,4706.55,4692.57,4697.29,10567.929
1778760000000,4697.28,4711.72,4695.44,4707.08,14568.369
1778763600000,4707.08,4709.81,4670.0,4682.25,30912.18
1778767200000,4682.25,4702.19,4680.5,4682.7,20611.069
1778770800000,4682.7,4691.7,4680.28,4688.27,10331.835
1778774400000,4688.27,4689.52,4674.0,4681.97,8971.102
1778778000000,4681.96,4686.19,4679.66,4681.51,4071.476
1778781600000,4681.51,4681.69,4670.7,4675.07,4991.909
1778785200000,4675.08,4675.08,4656.13,4657.73,10853.419
1778788800000,4657.73,4661.01,4648.14,4656.72,8004.032
1778792400000,4656.72,4664.98,4656.6,4660.81,1998.814
1778796000000,4660.81,4665.6,4651.29,4665.22,8047.822
1778799600000,4665.21,4667.82,4649.45,4655.49,8664.455
1778803200000,4655.49,4661.13,4617.33,4634.2,26093.313
1778806800000,4634.22,4634.22,4610.34,4616.68,16321.398
1778810400000,4616.69,4626.1,4612.97,4621.18,10230.137
1778814000000,4621.17,4624.76,4611.68,4619.46,7951.78
1778817600000,4619.46,4625.0,4609.46,4610.56,8513.619
1778821200000,4610.56,4610.72,4561.75,4563.09,39602.356
1778824800000,4563.09,4584.55,4561.5,4574.4,24342.636
1778828400000,4574.4,4591.94,4570.42,4575.37,21628.338
1778832000000,4575.37,4576.4,4555.68,4559.28,26812.879
1778835600000,4559.35,4568.0,4536.21,4550.18,29946.211
1778839200000,4550.19,4576.27,4548.76,4570.28,31585.333
1778842800000,4570.32,4574.26,4554.72,4556.43,17811.615
1778846400000,4556.42,4563.57,4549.21,4551.11,17781.072
1778850000000,4551.1,4562.0,4516.64,4537.73,46245.776
1778853600000,4537.82,4569.19,4529.84,4566.51,36323.984
1778857200000,4566.51,4567.57,4538.06,4543.88,21583.849
1778860800000,4543.97,4552.89,4534.58,4549.33,17491.815
1778864400000,4549.28,4567.33,4548.24,4562.72,12375.66
1778868000000,4562.63,4565.99,4556.09,4563.19,6334.101
1778871600000,4563.2,4563.84,4550.01,4551.23,5501.145
1778875200000,4551.23,4551.58,4538.14,4544.8,10698.439
