timestamp,equity
2026-01-04T13:00:00+00:00,998.27
2026-01-04T13:15:00+00:00,998.27
2026-01-04T13:30:00+00:00,998.26
2026-01-04T13:45:00+00:00,998.24
2026-01-04T14:00:00+00:00,998.25
2026-01-04T14:15:00+00:00,998.15
2026-01-04T14:30:00+00:00,998.15
2026-01-04T14:45:00+00:00,998.15
2026-01-04T15:00:00+00:00,998.15
2026-01-04T15:15:00+00:00,998.15
2026-01-04T15:30:00+00:00,998.15
2026-01-04T15:45:00+00:00,998.15
2026-01-04T16:00:00+00:00,998.15
2026-01-04T16:15:00+00:00,998.15
2026-01-04T16:30:00+00:00,998.15
2026-01-04T16:45:00+00:00,998.15
2026-01-04T17:00:00+00:00,998.15
2026-01-04T17:15:00+00:00,998.15
2026-01-04T17:30:00+00:00,998.15
2026-01-04T17:45:00+00:00,998.15
2026-01-04T18:00:00+00:00,998.15
2026-01-04T18:15:00+00:00,998.15
2026-01-04T18:30:00+00:00,998.15
2026-01-04T18:45:00+00:00,998.15
2026-01-04T19:00:00+00:00,998.15
2026-01-04T19:15:00+00:00,998.15
2026-01-04T19:30:00+00:00,998.15
2026-01-04T19:45:00+00:00,998.15
2026-01-04T20:00:00+00:00,998.15
2026-01-04T20:15:00+00:00,998.15
2026-01-04T20:30:00+00:00,998.15
2026-01-04T20:45:00+00:00,998.15
2026-01-04T21:00:00+00:00,998.15
2026-01-04T21:15:00+00:00,998.15
2026-01-04T21:30:00+00:00,998.15
2026-01-04T21:45:00+00:00,998.15
2026-01-04T22:00:00+00:00,998.15
2026-01-04T22:15:00+00:00,998.15
2026-01-04T22:30:00+00:00,998.15
2026-01-04T22:45:00+00:00,998.15
2026-01-04T23:00:00+00:00,998.15
2026-01-04T23:15:00+00:00,998.15
2026-01-04T23:30:00+00:00,998.15
2026-01-04T23:45:00+00:00,998.05
2026-01-05T00:00:00+00:00,998.48
2026-01-05T00:15:00+00:00,998.85
2026-01-05T00:30:00+00:00,999.0
2026-01-05T00:45:00+00:00,999.0
2026-01-05T01:00:00+00:00,999.0
2026-01-05T01:15:00+00:00,999.0
2026-01-05T01:30:00+00:00,999.0
2026-01-05T01:45:00+00:00,999.0
2026-01-05T02:00:00+00:00,999.0
2026-01-05T02:15:00+00:00,999.0
2026-01-05T02:30:00+00:00,999.0
2026-01-05T02:45:00+00:00,999.0
2026-01-05T03:00:00+00:00,999.0
2026-01-05T03:15:00+00:00,999.0
2026-01-05T03:30:00+00:00,999.0
2026-01-05T03:45:00+00:00,999.0
2026-01-05T04:00:00+00:00,999.0
2026-01-05T04:15:00+00:00,999.0
2026-01-05T04:30:00+00:00,999.0
2026-01-05T04:45:00+00:00,999.0
2026-01-05T05:00:00+00:00,999.0
2026-01-05T05:15:00+00:00,999.0
2026-01-05T05:30:00+00:00,999.0
2026-01-05T05:45:00+00:00,999.0
2026-01-05T06:00:00+00:00,999.0
2026-01-05T06:15:00+00:00,998.9
2026-01-05T06:30:00+00:00,998.91
2026-01-05T06:45:00+00:00,998.78
2026-01-05T07:00:00+00:00,997.99
2026-01-05T07:15:00+00:00,998.27
2026-01-05T07:30:00+00:00,998.34
2026-01-05T07:45:00+00:00,998.19
2026-01-05T08:00:00+00:00,998.49
2026-01-05T08:15:00+00:00,998.6
2026-01-05T08:30:00+00:00,998.66
2026-01-05T08:45:00+00:00,998.77
2026-01-05T09:00:00+00:00,998.78
2026-01-05T09:15:00+00:00,999.13
2026-01-05T09:30:00+00:00,999.24
2026-01-05T09:45:00+00:00,999.13
2026-01-05T10:00:00+00:00,998.93
2026-01-05T10:15:00+00:00,999.01
2026-01-05T10:30:00+00:00,999.04
2026-01-05T10:45:00+00:00,999.06
2026-01-05T11:00:00+00:00,998.94
2026-01-05T11:15:00+00:00,998.45
2026-01-05T11:30:00+00:00,998.45
2026-01-05T11:45:00+00:00,998.45
2026-01-05T12:00:00+00:00,998.45
2026-01-05T12:15:00+00:00,998.45
2026-01-05T12:30:00+00:00,998.45
2026-01-05T12:45:00+00:00,998.45
2026-01-05T13:00:00+00:00,998.45
2026-01-05T13:15:00+00:00,998.45
2026-01-05T13:30:00+00:00,998.45
2026-01-05T13:45:00+00:00,998.45
2026-01-05T14:00:00+00:00,998.45
2026-01-05T14:15:00+00:00,998.45
2026-01-05T14:30:00+00:00,998.35
2026-01-05T14:45:00+00:00,998.68
2026-01-05T15:00:00+00:00,999.31
2026-01-05T15:15:00+00:00,999.16
2026-01-05T15:30:00+00:00,999.23
2026-01-05T15:45:00+00:00,999.26
2026-01-05T16:00:00+00:00,999.23
2026-01-05T16:15:00+00:00,999.1
2026-01-05T16:30:00+00:00,999.23
2026-01-05T16:45:00+00:00,999.13
2026-01-05T17:00:00+00:00,999.17
2026-01-05T17:15:00+00:00,999.28
2026-01-05T17:30:00+00:00,999.11
2026-01-05T17:45:00+00:00,999.22
2026-01-05T18:00:00+00:00,999.32
2026-01-05T18:15:00+00:00,999.19
2026-01-05T18:30:00+00:00,999.22
2026-01-05T18:45:00+00:00,999.3
2026-01-05T19:00:00+00:00,999.14
2026-01-05T19:15:00+00:00,999.19
2026-01-05T19:30:00+00:00,999.23
2026-01-05T19:45:00+00:00,999.15
2026-01-05T20:00:00+00:00,999.23
2026-01-05T20:15:00+00:00,999.25
2026-01-05T20:30:00+00:00,999.07
2026-01-05T20:45:00+00:00,999.27
2026-01-05T21:00:00+00:00,999.28
2026-01-05T21:15:00+00:00,999.22
2026-01-05T21:30:00+00:00,999.24
2026-01-05T21:45:00+00:00,999.31
2026-01-05T22:00:00+00:00,999.25
2026-01-05T22:15:00+00:00,999.21
2026-01-05T22:30:00+00:00,999.17
2026-01-05T22:45:00+00:00,999.16
2026-01-05T23:00:00+00:00,999.45
2026-01-05T23:15:00+00:00,999.41
2026-01-05T23:30:00+00:00,999.23
2026-01-05T23:45:00+00:00,999.14
2026-01-06T00:00:00+00:00,999.12
2026-01-06T00:15:00+00:00,999.13
2026-01-06T00:30:00+00:00,998.79
2026-01-06T00:45:00+00:00,998.79
2026-01-06T01:00:00+00:00,998.79
2026-01-06T01:15:00+00:00,998.79
2026-01-06T01:30:00+00:00,998.79
2026-01-06T01:45:00+00:00,998.79
2026-01-06T02:00:00+00:00,998.69
2026-01-06T02:15:00+00:00,998.79
2026-01-06T02:30:00+00:00,998.45
2026-01-06T02:45:00+00:00,998.46
2026-01-06T03:00:00+00:00,998.94
2026-01-06T03:15:00+00:00,999.07
2026-01-06T03:30:00+00:00,999.11
2026-01-06T03:45:00+00:00,999.33
2026-01-06T04:00:00+00:00,999.23
2026-01-06T04:15:00+00:00,999.2
2026-01-06T04:30:00+00:00,999.03
2026-01-06T04:45:00+00:00,999.32
2026-01-06T05:00:00+00:00,999.39
2026-01-06T05:15:00+00:00,999.46
2026-01-06T05:30:00+00:00,999.23
2026-01-06T05:45:00+00:00,999.01
2026-01-06T06:00:00+00:00,999.01
2026-01-06T06:15:00+00:00,999.01
2026-01-06T06:30:00+00:00,999.01
2026-01-06T06:45:00+00:00,999.01
2026-01-06T07:00:00+00:00,999.01
2026-01-06T07:15:00+00:00,999.01
2026-01-06T07:30:00+00:00,999.01
2026-01-06T07:45:00+00:00,999.01
2026-01-06T08:00:00+00:00,999.01
2026-01-06T08:15:00+00:00,999.01
2026-01-06T08:30:00+00:00,999.01
2026-01-06T08:45:00+00:00,999.01
2026-01-06T09:00:00+00:00,999.01
2026-01-06T09:15:00+00:00,999.01
2026-01-06T09:30:00+00:00,999.01
2026-01-06T09:45:00+00:00,999.01
2026-01-06T10:00:00+00:00,999.01
2026-01-06T10:15:00+00:00,999.01
2026-01-06T10:30:00+00:00,999.01
2026-01-06T10:45:00+00:00,999.01
2026-01-06T11:00:00+00:00,999.01
2026-01-06T11:15:00+00:00,999.01
2026-01-06T11:30:00+00:00,999.01
2026-01-06T11:45:00+00:00,998.91
2026-01-06T12:00:00+00:00,998.82
2026-01-06T12:15:00+00:00,998.92
2026-01-06T12:30:00+00:00,998.8
2026-01-06T12:45:00+00:00,998.78
2026-01-06T13:00:00+00:00,998.94
2026-01-06T13:15:00+00:00,998.61
2026-01-06T13:30:00+00:00,998.35
2026-01-06T13:45:00+00:00,998.25
2026-01-06T14:00:00+00:00,998.56
2026-01-06T14:15:00+00:00,998.32
2026-01-06T14:30:00+00:00,999.0
2026-01-06T14:45:00+00:00,999.21
2026-01-06T15:00:00+00:00,999.08
2026-01-06T15:15:00+00:00,999.08
2026-01-06T15:30:00+00:00,998.92
2026-01-06T15:45:00+00:00,998.97
2026-01-06T16:00:00+00:00,999.0
2026-01-06T16:15:00+00:00,999.09
2026-01-06T16:30:00+00:00,999.24
2026-01-06T16:45:00+00:00,999.25
2026-01-06T17:00:00+00:00,999.16
2026-01-06T17:15:00+00:00,999.06
2026-01-06T17:30:00+00:00,998.93
2026-01-06T17:45:00+00:00,999.18
2026-01-06T18:00:00+00:00,999.18
2026-01-06T18:15:00+00:00,998.9
2026-01-06T18:30:00+00:00,998.91
2026-01-06T18:45:00+00:00,999.06
2026-01-06T19:00:00+00:00,998.76
2026-01-06T19:15:00+00:00,998.49
2026-01-06T19:30:00+00:00,998.49
2026-01-06T19:45:00+00:00,998.49
2026-01-06T20:00:00+00:00,998.49
2026-01-06T20:15:00+00:00,998.49
2026-01-06T20:30:00+00:00,998.49
2026-01-06T20:45:00+00:00,998.49
2026-01-06T21:00:00+00:00,998.49
2026-01-06T21:15:00+00:00,998.49
2026-01-06T21:30:00+00:00,998.39
2026-01-06T21:45:00+00:00,998.29
2026-01-06T22:00:00+00:00,998.48
2026-01-06T22:15:00+00:00,998.53
2026-01-06T22:30:00+00:00,998.49
2026-01-06T22:45:00+00:00,998.47
2026-01-06T23:00:00+00:00,998.57
2026-01-06T23:15:00+00:00,998.7
2026-01-06T23:30:00+00:00,998.5
2026-01-06T23:45:00+00:00,998.4
2026-01-07T00:00:00+00:00,998.36
2026-01-07T00:15:00+00:00,998.14
2026-01-07T00:30:00+00:00,997.87
2026-01-07T00:45:00+00:00,997.87
2026-01-07T01:00:00+00:00,997.87
2026-01-07T01:15:00+00:00,997.87
2026-01-07T01:30:00+00:00,997.87
2026-01-07T01:45:00+00:00,997.87
2026-01-07T02:00:00+00:00,997.87
2026-01-07T02:15:00+00:00,997.87
2026-01-07T02:30:00+00:00,997.87
2026-01-07T02:45:00+00:00,997.87
2026-01-07T03:00:00+00:00,997.87
2026-01-07T03:15:00+00:00,997.87
2026-01-07T03:30:00+00:00,997.87
2026-01-07T03:45:00+00:00,997.87
2026-01-07T04:00:00+00:00,997.87
2026-01-07T04:15:00+00:00,997.87
2026-01-07T04:30:00+00:00,997.87
2026-01-07T04:45:00+00:00,997.87
2026-01-07T05:00:00+00:00,997.87
2026-01-07T05:15:00+00:00,997.87
2026-01-07T05:30:00+00:00,997.87
2026-01-07T05:45:00+00:00,997.87
2026-01-07T06:00:00+00:00,997.87
2026-01-07T06:15:00+00:00,997.87
2026-01-07T06:30:00+00:00,997.87
2026-01-07T06:45:00+00:00,997.87
2026-01-07T07:00:00+00:00,997.87
2026-01-07T07:15:00+00:00,997.87
2026-01-07T07:30:00+00:00,997.87
2026-01-07T07:45:00+00:00,997.87
2026-01-07T08:00:00+00:00,997.87
2026-01-07T08:15:00+00:00,997.87
2026-01-07T08:30:00+00:00,997.87
2026-01-07T08:45:00+00:00,997.87
2026-01-07T09:00:00+00:00,997.87
2026-01-07T09:15:00+00:00,997.87
2026-01-07T09:30:00+00:00,997.87
2026-01-07T09:45:00+00:00,997.87
2026-01-07T10:00:00+00:00,997.87
2026-01-07T10:15:00+00:00,997.87
2026-01-07T10:30:00+00:00,997.87
2026-01-07T10:45:00+00:00,997.87
2026-01-07T11:00:00+00:00,997.87
2026-01-07T11:15:00+00:00,997.87
2026-01-07T11:30:00+00:00,997.87
2026-01-07T11:45:00+00:00,997.87
2026-01-07T12:00:00+00:00,997.87
2026-01-07T12:15:00+00:00,997.87
2026-01-07T12:30:00+00:00,997.87
2026-01-07T12:45:00+00:00,997.87
2026-01-07T13:00:00+00:00,997.87
2026-01-07T13:15:00+00:00,997.87
2026-01-07T13:30:00+00:00,997.87
2026-01-07T13:45:00+00:00,997.87
2026-01-07T14:00:00+00:00,997.87
2026-01-07T14:15:00+00:00,997.87
2026-01-07T14:30:00+00:00,997.87
2026-01-07T14:45:00+00:00,997.87
2026-01-07T15:00:00+00:00,997.87
2026-01-07T15:15:00+00:00,997.87
2026-01-07T15:30:00+00:00,997.87
2026-01-07T15:45:00+00:00,997.87
2026-01-07T16:00:00+00:00,997.87
2026-01-07T16:15:00+00:00,997.87
2026-01-07T16:30:00+00:00,997.87
2026-01-07T16:45:00+00:00,997.87
2026-01-07T17:00:00+00:00,997.87
2026-01-07T17:15:00+00:00,997.87
2026-01-07T17:30:00+00:00,997.87
2026-01-07T17:45:00+00:00,997.87
2026-01-07T18:00:00+00:00,997.87
2026-01-07T18:15:00+00:00,997.87
2026-01-07T18:30:00+00:00,997.87
2026-01-07T18:45:00+00:00,997.87
2026-01-07T19:00:00+00:00,997.87
2026-01-07T19:15:00+00:00,997.87
2026-01-07T19:30:00+00:00,997.87
2026-01-07T19:45:00+00:00,997.87
2026-01-07T20:00:00+00:00,997.87
2026-01-07T20:15:00+00:00,997.87
2026-01-07T20:30:00+00:00,997.87
2026-01-07T20:45:00+00:00,997.87
2026-01-07T21:00:00+00:00,997.87
2026-01-07T21:15:00+00:00,997.87
2026-01-07T21:30:00+00:00,997.87
2026-01-07T21:45:00+00:00,997.87
2026-01-07T22:00:00+00:00,997.77
2026-01-07T22:15:00+00:00,997.86
2026-01-07T22:30:00+00:00,997.96
2026-01-07T22:45:00+00:00,997.6
2026-01-07T23:00:00+00:00,997.75
2026-01-07T23:15:00+00:00,997.87
2026-01-07T23:30:00+00:00,997.91
2026-01-07T23:45:00+00:00,998.02
2026-01-08T00:00:00+00:00,998.17
2026-01-08T00:15:00+00:00,997.67
2026-01-08T00:30:00+00:00,997.24
2026-01-08T00:45:00+00:00,997.24
2026-01-08T01:00:00+00:00,997.24
2026-01-08T01:15:00+00:00,997.24
2026-01-08T01:30:00+00:00,997.24
2026-01-08T01:45:00+00:00,997.24
2026-01-08T02:00:00+00:00,997.24
2026-01-08T02:15:00+00:00,997.24
2026-01-08T02:30:00+00:00,997.24
2026-01-08T02:45:00+00:00,997.24
2026-01-08T03:00:00+00:00,997.24
2026-01-08T03:15:00+00:00,997.24
2026-01-08T03:30:00+00:00,997.24
2026-01-08T03:45:00+00:00,997.24
2026-01-08T04:00:00+00:00,997.24
2026-01-08T04:15:00+00:00,997.24
2026-01-08T04:30:00+00:00,997.24
2026-01-08T04:45:00+00:00,997.24
2026-01-08T05:00:00+00:00,997.24
2026-01-08T05:15:00+00:00,997.24
2026-01-08T05:30:00+00:00,997.24
2026-01-08T05:45:00+00:00,997.24
2026-01-08T06:00:00+00:00,997.24
2026-01-08T06:15:00+00:00,997.24
2026-01-08T06:30:00+00:00,997.24
2026-01-08T06:45:00+00:00,997.24
2026-01-08T07:00:00+00:00,997.24
2026-01-08T07:15:00+00:00,997.24
2026-01-08T07:30:00+00:00,997.24
2026-01-08T07:45:00+00:00,997.24
2026-01-08T08:00:00+00:00,997.24
2026-01-08T08:15:00+00:00,997.24
2026-01-08T08:30:00+00:00,997.24
2026-01-08T08:45:00+00:00,997.24
2026-01-08T09:00:00+00:00,997.24
2026-01-08T09:15:00+00:00,997.24
2026-01-08T09:30:00+00:00,997.24
2026-01-08T09:45:00+00:00,997.24
2026-01-08T10:00:00+00:00,997.24
2026-01-08T10:15:00+00:00,997.24
2026-01-08T10:30:00+00:00,997.24
2026-01-08T10:45:00+00:00,997.24
2026-01-08T11:00:00+00:00,997.24
2026-01-08T11:15:00+00:00,997.24
2026-01-08T11:30:00+00:00,997.24
2026-01-08T11:45:00+00:00,997.24
2026-01-08T12:00:00+00:00,997.14
2026-01-08T12:15:00+00:00,996.48
2026-01-08T12:30:00+00:00,995.79
2026-01-08T12:45:00+00:00,995.88
2026-01-08T13:00:00+00:00,996.27
2026-01-08T13:15:00+00:00,995.38
2026-01-08T13:30:00+00:00,995.52
2026-01-08T13:45:00+00:00,996.0
2026-01-08T14:00:00+00:00,995.99
2026-01-08T14:15:00+00:00,995.82
2026-01-08T14:30:00+00:00,995.86
2026-01-08T14:45:00+00:00,995.18
2026-01-08T15:00:00+00:00,995.18
2026-01-08T15:15:00+00:00,995.18
2026-01-08T15:30:00+00:00,995.18
2026-01-08T15:45:00+00:00,995.18
2026-01-08T16:00:00+00:00,995.18
2026-01-08T16:15:00+00:00,995.18
2026-01-08T16:30:00+00:00,995.18
2026-01-08T16:45:00+00:00,995.18
2026-01-08T17:00:00+00:00,995.18
2026-01-08T17:15:00+00:00,995.18
2026-01-08T17:30:00+00:00,995.18
2026-01-08T17:45:00+00:00,995.18
2026-01-08T18:00:00+00:00,995.18
2026-01-08T18:15:00+00:00,995.18
2026-01-08T18:30:00+00:00,995.18
2026-01-08T18:45:00+00:00,995.18
2026-01-08T19:00:00+00:00,995.18
2026-01-08T19:15:00+00:00,995.18
2026-01-08T19:30:00+00:00,995.18
2026-01-08T19:45:00+00:00,995.18
2026-01-08T20:00:00+00:00,995.18
2026-01-08T20:15:00+00:00,995.18
2026-01-08T20:30:00+00:00,995.18
2026-01-08T20:45:00+00:00,995.18
2026-01-08T21:00:00+00:00,995.18
2026-01-08T21:15:00+00:00,995.18
2026-01-08T21:30:00+00:00,995.08
2026-01-08T21:45:00+00:00,995.22
2026-01-08T22:00:00+00:00,995.18
2026-01-08T22:15:00+00:00,995.08
2026-01-08T22:30:00+00:00,995.0
2026-01-08T22:45:00+00:00,994.92
2026-01-08T23:00:00+00:00,995.2
2026-01-08T23:15:00+00:00,995.25
2026-01-08T23:30:00+00:00,995.14
2026-01-08T23:45:00+00:00,995.18
2026-01-09T00:00:00+00:00,994.99
2026-01-09T00:15:00+00:00,994.53
2026-01-09T00:30:00+00:00,994.53
2026-01-09T00:45:00+00:00,994.53
2026-01-09T01:00:00+00:00,994.53
2026-01-09T01:15:00+00:00,994.53
2026-01-09T01:30:00+00:00,994.53
2026-01-09T01:45:00+00:00,994.53
2026-01-09T02:00:00+00:00,994.53
2026-01-09T02:15:00+00:00,994.53
2026-01-09T02:30:00+00:00,994.53
2026-01-09T02:45:00+00:00,994.53
2026-01-09T03:00:00+00:00,994.53
2026-01-09T03:15:00+00:00,994.53
2026-01-09T03:30:00+00:00,994.53
2026-01-09T03:45:00+00:00,994.53
2026-01-09T04:00:00+00:00,994.53
2026-01-09T04:15:00+00:00,994.53
2026-01-09T04:30:00+00:00,994.53
2026-01-09T04:45:00+00:00,994.53
2026-01-09T05:00:00+00:00,994.53
2026-01-09T05:15:00+00:00,994.53
2026-01-09T05:30:00+00:00,994.53
2026-01-09T05:45:00+00:00,994.43
2026-01-09T06:00:00+00:00,994.35
2026-01-09T06:15:00+00:00,994.66
2026-01-09T06:30:00+00:00,994.78
2026-01-09T06:45:00+00:00,994.69
2026-01-09T07:00:00+00:00,994.51
2026-01-09T07:15:00+00:00,994.48
2026-01-09T07:30:00+00:00,994.54
2026-01-09T07:45:00+00:00,994.47
2026-01-09T08:00:00+00:00,994.66
2026-01-09T08:15:00+00:00,994.63
2026-01-09T08:30:00+00:00,994.37
2026-01-09T08:45:00+00:00,993.96
2026-01-09T09:00:00+00:00,993.96
2026-01-09T09:15:00+00:00,993.86
2026-01-09T09:30:00+00:00,993.75
2026-01-09T09:45:00+00:00,993.72
2026-01-09T10:00:00+00:00,993.84
2026-01-09T10:15:00+00:00,993.76
2026-01-09T10:30:00+00:00,993.77
2026-01-09T10:45:00+00:00,993.85
2026-01-09T11:00:00+00:00,993.84
2026-01-09T11:15:00+00:00,993.77
2026-01-09T11:30:00+00:00,993.7
2026-01-09T11:45:00+00:00,993.97
2026-01-09T12:00:00+00:00,993.88
2026-01-09T12:15:00+00:00,993.63
2026-01-09T12:30:00+00:00,993.42
2026-01-09T12:45:00+00:00,993.42
2026-01-09T13:00:00+00:00,993.42
2026-01-09T13:15:00+00:00,993.42
2026-01-09T13:30:00+00:00,993.32
2026-01-09T13:45:00+00:00,993.13
2026-01-09T14:00:00+00:00,993.42
2026-01-09T14:15:00+00:00,993.63
2026-01-09T14:30:00+00:00,993.42
2026-01-09T14:45:00+00:00,993.83
2026-01-09T15:00:00+00:00,993.97
2026-01-09T15:15:00+00:00,994.13
2026-01-09T15:30:00+00:00,994.35
2026-01-09T15:45:00+00:00,994.35
2026-01-09T16:00:00+00:00,994.25
2026-01-09T16:15:00+00:00,994.32
2026-01-09T16:30:00+00:00,994.27
2026-01-09T16:45:00+00:00,994.44
2026-01-09T17:00:00+00:00,994.49
2026-01-09T17:15:00+00:00,994.26
2026-01-09T17:30:00+00:00,994.16
2026-01-09T17:45:00+00:00,993.53
2026-01-09T18:00:00+00:00,993.53
2026-01-09T18:15:00+00:00,993.53
2026-01-09T18:30:00+00:00,993.53
2026-01-09T18:45:00+00:00,993.53
2026-01-09T19:00:00+00:00,993.53
2026-01-09T19:15:00+00:00,993.53
2026-01-09T19:30:00+00:00,993.53
2026-01-09T19:45:00+00:00,993.53
2026-01-09T20:00:00+00:00,993.53
2026-01-09T20:15:00+00:00,993.53
2026-01-09T20:30:00+00:00,993.53
2026-01-09T20:45:00+00:00,993.53
2026-01-09T21:00:00+00:00,993.53
2026-01-09T21:15:00+00:00,993.43
2026-01-09T21:30:00+00:00,993.51
2026-01-09T21:45:00+00:00,993.39
2026-01-09T22:00:00+00:00,993.45
2026-01-09T22:15:00+00:00,993.26
2026-01-09T22:30:00+00:00,993.12
2026-01-09T22:45:00+00:00,993.26
2026-01-09T23:00:00+00:00,993.26
2026-01-09T23:15:00+00:00,993.2
2026-01-09T23:30:00+00:00,993.18
2026-01-09T23:45:00+00:00,993.1
2026-01-10T00:00:00+00:00,993.08
